Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-2075,649788,Patient vanity URL - CTA box,,,,,,,Closed
PP-2069,649782,No error message for entering wrong email on forgot password,,,,,,,Closed
PP-2051,649493,Dashboard: Compare to Wireframe,,,,,,,Closed
PP-2039,649341,Can't reset password for IQVIA user,,,,,,,Closed
PP-2048,649488,Study Sites Page: PI Name (Add Space),,,,,,,Closed
PP-2031,648981,Validation error text display - SITE WIDE,,,,,,,Closed
PP-2044,649482,Contact Us Page - Repetitive content,,,,,,,Closed
PP-2025,648932,Align view detials button ,,,,,,,Closed
PP-2015,648579,PI/Inv site user view - adding patient consent box,,,,,,,Closed
PP-2049,649489,Meta Title Tags,,,,,,,Closed
PP-2038,649333,IQVIA Site Profile,,,,,,,Closed
PP-2030,648979,"""I agree"" button on Terms and Conditions page misaligned ",,,,,,,Closed
PP-2021,648585,IQVIA View - Reports page,,,,,,,Closed
PP-2076,649789,Patient vanity URL - condition of interest on the registration form,,,,,,,Closed
PP-2034,649150,Contact Us Form - No acknowledgement page,,,,,,,Closed
PP-2007,648569,From email for Emails,,,,,,,Closed
PP-2014,648577,PI View - Dashboard,,,,,,,Closed
PP-2529,654194,PI View -> Add Patient screen,,,,,,,Closed
PP-2074,649787,Email content configuration,,,,,,,Closed
PP-2036,649321,PI Dashboard,,,,,,,Closed
PP-2008,648570,Condition selection values for IQVIA users vs PI users,,,,,,,Closed
PP-2037,649328,IQVIA Study Sites,,,,,,,Closed
PP-2045,649483,% Contacted Back button needs space,,,,,,,Closed
PP-2028,648939,Dashboard Wrong graph color,,,,,,,Closed
PP-2027,648938,Defoult user picture,,,,,,,Closed
PP-2072,649785,PI View - Help page from Top right Manage Profile menu,,,,,,,Closed
PP-2578,657174,Able to update Carousel Footer Content ,,,,,,,Closed
PP-2006,648568,PI/Inv site user view - issue with welcome modal,,,,,,,Closed
PP-2026,648937,Dashboard: Align date in 1 row,,,,,,,Closed
PP-2035,649158,"About IQVIA, Terms of Use, Privacy Policy Pages, FAQs - Need content",,,,,,,Closed
PP-2017,648581,PI/Inv site/IQVIA View My Details page,,,,,,,Closed
PP-2012,648574,Need Excel template to Import patients,,,,,,,Rejected
PP-2042,649371,Toasts (confirmation and error messages) SITE WIDE,,,,,,,Rejected
PP-2019,648583,IQVIA view - Manage users,,,,,,,Rejected
PP-1993,647907,FR-003 Invitation email is sent to new user and cc-ed to study contact address,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-1998,647912,FR-008 - Returning user follows Forgotten Password path,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-2029,648969,Can't read temporary password in online version of email,,,,,,,Rejected
PP-2043,649388,Resources Upload,,,,,,,Rejected
PP-1057,582113,Iqvia clinical team user site profile page (FR-109),,,,,,,Closed
PP-2071,649784,PI View - Resources,,,,,,,Rejected
PP-2032,648982,Modals missing close button - SITE WIDE,,,,,,,Rejected
PP-2067,649780,No error message on login failure,,,,,,,Rejected
PP-2000,647914,FR-010 - User is required to update their password every X months,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-1997,647911,FR-007 - Returning user logs into AZ MCL application,SPN - AZ MCL Sprint 1,,,,,,Closed
PP-2046,649485,Manage Users Page - Button Display,,,,,,,Rejected
PP-2260,651739,"Invalid parameter values, key or timestamp in URL prompt 404 page to display",,,,,,,Rejected
PP-1242,592810,Patient expression of interest form post submission (FR-303),,,,,,,Closed
PP-1311,594543,Monitoring - support for platform and third party statistics services (NFR-53),Trial Intent NFR Sprint,,,,,,Rejected
PP-1241,592807,Patient expression of interest form (FR-302),Trial Intent Sprint 1,,,,,,Closed
PP-1803,638352,Informal UAT - Feedback items,,,,,,,Rejected
PP-766,543376,NFR-45 Logging of system errors,,,,,,,Closed
PP-2077,649915,Create a sepate Forgot Password page in Sitecore for Non Logged in User,,,,,,,Rejected
PP-2020,648584,Export to Excel doesn't work,,,,,,,Rejected
PP-2013,648575,PI/Inv site AND IQVIA user view - Header nav missing when visiting footer links,,,,,,,Rejected
PP-2010,648572,PI/Inv site view - My Patients,,,,,,,Rejected
PP-2011,648573,PI/Inv site view - My Patient results,,,,,,,Rejected
PP-781,543397,NFR-60 CAPTCHA,,,,,,,Closed
PP-661,535762,FR-025 Trail data sourced from IQVIA CTMS,,,,,,,Closed
PP-642,535730,FR-007 Platform to allow targeted email distribution,,,,,,,Closed
PP-1859,643088,"CR.Com - Homepage,  Load More/Progressive Loading",,,,,,,Closed
PP-641,535729,FR-006 Platform and contents to meet global compliancy,,,,,,,Closed
PP-721,542402,Platform support for PDF screengrab generation,,,,,,,Closed
PP-1026,576147,Cr.Com - Cookie Policy,,,,,,1,Closed
PP-679,536498,Technical - Cr.Com Sitecore Setup / Site Structure,,,,,,,Closed
PP-1684,628001,CR.Com - CHANGE REQUEST - Conditions of Interest / Communities,,,,,,,Closed
PP-649,535738,FR-014 Allow users to opt-in and opt-out of receiving comms material,,,,,,,Closed
PP-957,569900,QAT / SVT Feedback,,,,,,0,Closed
PP-1325,594558,Network & Infrastructure Security - CAPTCHA (NFR-60),Trial Intent NFR Sprint,,,,,,Rejected
PP-751,543345,NFR-29 Spoofing attack prevention,,,,,,,Closed
PP-746,543340,NFR-24 CR.Com Availability,,,,,,,Closed
PP-501,473818,ePR screener - eligible user registration,,,,,,,Closed
PP-499,473808,Descriptive metadata exists in relation to the portal instance,,,,,,,Closed
PP-672,536085,FR-037  Allow Subcribers to edit their Profile,,,,,,,Closed
PP-1505,613689,[CR.Com] Observations for triaging into v1.0 or v1.1,,,,,,,Closed
PP-1470,606268,SG - 4000 test records populated ,,,,,,,Rejected
PP-1165,588288,Sunovion Parkinson's  Emails,,,,,,,Closed
PP-1456,604187,Map zoom level automatic selection on searching by zip code in site selection,,,,,,,Closed
PP-1500,612801,CTMS import to ePR instance - amend to rules,,,,,,,Rejected
PP-1176,589509,"Cr.Com - Find Trials, Condition Of Interest entry box",,,,,,,Closed
PP-683,536504,As a visitor to CR.Com I should be able to search for Trials,,,,,,,Closed
PP-669,535777,FR-033 CTMS/TMDH (IQVIA-related trials),,,,,,,Closed
PP-1011,575532,Cr.Com  Patients - Communities pages,,,,,,0,Closed
PP-936,561303,FR-042 Trial Detail page within CR.Com,,,,,,0,Closed
PP-1023,576134,Cr.Com - Sitemap,,,,,,1,Closed
PP-1040,579419,Cr.Com - CHANGE REQUEST - Featured Trials CTA,,,,,,1,Closed
PP-1041,579514,Cr.Com - CHANGE REQUEST - Branding Updates,,,,,,1,Closed
PP-1102,584598,Cr.Com - External link Exit Disclaimer popup,,,,,,,Closed
PP-1144,586961,Cr.Com - Subscribe / Unsubscribe Functionality,,,,,,,Closed
PP-1016,575609,Cr.Com  Article pages,,,,,,0,Closed
PP-1207,591086,Cr.Com - Article Page,,,,,,,Closed
PP-1359,595215,Cr.Com - Anchor tags needed on Find Trials page,,,,,,,Closed
PP-1392,597215,Cr.Com - [CHANGE REQUEST] Related Articles,,,,,,,Closed
PP-713,541261,FR-040  Contact Us webpage,,,,,,,Closed
PP-712,541258,FR-039  Website to allow entire site searching,,,,,,,Closed
PP-684,536505,Technical - Sourcing Trials,,,,,,,Closed
PP-668,535772,FR-032 Shows up-coming trials,,,,,,,Closed
PP-1054,582054,Iqvia clinical user and admin user PII restrictions (FR-003),,,,,,,Rejected
PP-1137,585292,/screener/site-selection is not required for portal instance,,,,,,,Closed
PP-1136,585291,/screener/dnq is not required for epr instance,,,,,,,Closed
PP-1032,577773,"Gensight Reflect - as a study sponsor, I do not want website users to see site contact details in Study Locations Map",,,,,,1,Rejected
PP-693,536514,As a HCP I should be able to refer one or more Participants,,,,,,,Closed
PP-691,536512,As a HCP I should be able to walk someone through a trial pre-screener,,,,,,,Rejected
PP-689,536510,As a visitor I should be able to register my interest ,,,,,,,Closed
PP-1135,585290,Eligibility screener questionnaire element is removed,,,,,,,Closed
PP-1133,585288,Medeor Mercury - create & publish build using CI/CD,,,,,,,Closed
PP-1132,585287,Medeor Mercury - configure CTMS data,,,,,,,Closed
PP-1131,585285,"Medeor Mercury - configure metadata, google analytics",,,,,,,Closed
PP-1129,585283,Medeor Mercury - sitecore analytics configuration,,,,,,,Closed
PP-1128,585282,Medeor Mercury - add branding to ePR instance,,,,,,,Closed
PP-1127,585281,Medeor Mercury - add content to ePR instance,,,,,,,Closed
PP-1112,584741,"Retrophin Duplex - Configure Survey Gizmo, metadata, google analytics",,,,,,,Closed
PP-1111,584740,Retrophin Duplex - configure marketing component,,,,,,,Closed
PP-1110,584739,Retrophin Duplex - sitecore analytics configuration,,,,,,,Closed
PP-1109,584738,Retrophin Duplex - add branding to ePR instance,,,,,,,Closed
PP-1108,584737,Retrophin Duplex - add content to ePR instance,,,,,,,Closed
PP-1106,584731,Retrophin Duplex - Create new ePR instance (fsgsduplex.com),,,,,,,Closed
PP-958,570222,Sunovion Parkinson's - Create new ePR instance [PDPclinicaltrial.com],,,,,,0,Closed
PP-976,573393,Cr.Com Team Clarifications,,,,,,0,Closed
PP-1125,585246,Medeor Mercury - Create new ePR instance (domain pending),,,,,,,Closed
PP-1025,576145,Cr.Com - Privacy Policy page,,,,,,1,Closed
PP-1024,576135,Cr.Com - Terms & Condtions page,,,,,,1,Closed
PP-1022,576133,Cr.Com - About Us page,,,,,,1,Closed
PP-1021,576131,Cr.Com - FAQ Page,,,,,,,Closed
PP-1020,576086,Cr.Com - CHANGE REQUEST - Glossary functionality,,,,,,1,Closed
PP-667,535771,FR-031 Shows current trials,,,,,,,Closed
PP-666,535769,FR-030 Shows previous trials,,,,,,,Closed
PP-665,535767,FR-029 Map to display trial (study sites),,,,,,,Closed
PP-659,535759,FR-023 Searching for a Trial,,,,,,,Closed
PP-653,535751,FR-036 HCP - Register interest in one or more disease states,,,,,,,Closed
PP-652,535750,FR-017 Participant or Researcher - Register interest in one or more disease states,,,,,,,Closed
PP-1101,584163,"Cr.Com - New Infographic Components, PDF & Image ",,,,,,,Closed
PP-650,535739,FR-015 Visitor to be able to apply for becoming a trial participant,,,,,,,Closed
PP-636,535717,FR-001 New site to cater for the following types of users...,,,,,,,Closed
PP-749,543343,NFR-27 Usability,,,,,,,Closed
PP-745,543338,NFR-23 Error Message or Page,,,,,,,Closed
PP-1139,585294,Study Locations on site icon click behaviour change,,,,,,,Rejected
PP-1138,585293,Study Locations element: Study site information should include contact telephone number and email address,,,,,,,Rejected
PP-644,535732,FR-009 Content available on CR.Com,,,,,,,Closed
PP-780,543396,NFR-59 Firewall,,,,,,,Closed
PP-778,543393,NFR-57 Server clocks in sync,,,,,,,Closed
PP-777,543390,NFR-56 Network/Infrastructure security,,,,,,,Closed
PP-768,543379,NFR-47 Disaster Recovery,,,,,,,Closed
PP-763,543371,NFR-42 Backups,,,,,,,Closed
PP-762,543370,NFR-41 Database restoration,,,,,,,Closed
PP-761,543369,NFR-40 Database failure - Data loss,,,,,,,Closed
PP-741,543321,NFR-19 UAT Environment,,,,,,,Closed
PP-740,543319,NFR-18 Test data,,,,,,,Closed
PP-739,543315,NFR-17 Environment separation,,,,,,,Closed
PP-738,543307,NFR-16 Environments,,,,,,,Closed
PP-782,543398,NFR-61 Role-based security,,,,,,,Closed
PP-779,543395,NFR-58 Removal of default usernames/passwords,,,,,,,Closed
PP-755,543358,NFR-33 Emails & SMS to be sent in the preferred language,,,,,,,Closed
PP-611,524635,SiteCore user role/permissions module is available,,,,,,,Closed
PP-655,535754,FR-019  HCP walking-through a potential participant through a pre-screener,CR.com Sprint 1,,,,,,Rejected
PP-654,535753,FR-018 HCP to be able refer one or more Participants for a Trial,CR.com Sprint 1,,,,,,Rejected
PP-643,535731,FR-008 CR.Com platform will be able to direct HCPs to the CR Connect portal,CR.com Sprint 1,,,,,,Rejected
PP-500,473811,ePR platform level user record,,,,,,,Closed
PP-490,473760,Platform support for cookie policy messaging,,,,,,,Closed
PP-774,543386,NFR-53 Analytics/Statistics gathering,,,,,,,Closed
PP-776,543389,NFR-55 Database security standards,,,,,,,Closed
PP-767,543377,NFR-46 No UI for audit logs,,,,,,,Closed
PP-758,543364,NFR-36 No browser plugins necessary,,,,,,,Closed
PP-561,481762,SPN reporting dashboard is populated by new platform,,,,,,,Rejected
PP-756,543360,NFR-34 SiteCore language translation capability,,,,,,,Closed
PP-754,543357,NFR-32 CMS to allow for content to be translated into different languages,,,,,,,Closed
PP-753,543354,NFR-31 Additional languages for a country/locale,,,,,,,Closed
PP-752,543351,NFR-30 Default language for a country/locale,,,,,,,Closed
PP-748,543342,NFR-26 Responsive UI,,,,,,,Closed
PP-731,543295,NFR-09 Integration with Google Maps,,,,,,,Closed
PP-724,543286,NFR-02 Concurrent Users,,,,,,,Closed
PP-723,542500,NFR-01 Data Capacity,,,,,,,Closed
PP-742,543322,NFR-20 Storage of personal information,,,,,,,Closed
PP-783,543399,NFR-62 User/Visitor support,,,,,,,Closed
PP-757,543362,NFR-35 Supported platforms and operating systems,,,,,,,Closed
PP-750,543344,NFR-28 Mailbox,,,,,,,Closed
PP-747,543341,NFR-25 Corporate/Brand identity,,,,,,,Closed
PP-737,543301,NFR-64 SiteCore Experience Accelerator,,,,,,,Closed
PP-736,543300,NFR-63 Metatags,,,,,,,Closed
PP-735,543299,"NFR-15 Compliance to policies, laws, regulations etc.",,,,,,,Closed
PP-734,543298,NFR-13 Non-IQVIA trials,,,,,,,Closed
PP-733,543297,NFR-12 Links to ePR,,,,,,,Closed
PP-732,543296,NFR-10 Interface for source of Trials,,,,,,,Closed
PP-730,543294,NFR-08 Reuse CMS components,,,,,,,Closed
PP-729,543293,NFR-07 SMS Messages,,,,,,,Closed
PP-728,543292,NFR-06 Email sending capacity,,,,,,,Closed
PP-727,543289,NFR-05 Email sending solution,,,,,,,Closed
PP-726,543288,NFR-04 Use SiteCore components and versioning,,,,,,,Closed
PP-725,543287,"NFR-03 Re-use code, functions, etc.",,,,,,,Closed
PP-690,536511,As a potential participant I should be able to run the trial pre-screener & apply,,,,,,,Rejected
PP-547,480191,Social media plug in support,,,,,,,Closed
PP-621,527028,Screener response report (de-identified) ,,,,,,,Closed
PP-549,480250,"Create, edit, delete content managed email and SMS templates",,,,,,,Closed
PP-489,473753,Portal support for analytics,,,,,,,Closed
PP-710,541255,FR-041 All pages to have breadcrumb navigation,,,,,,,Closed
PP-648,535737,FR-013 'For Researchers' landing page,,,,,,,Closed
PP-671,535780,FR-035 Sys Administration conducted from Sitecore,,,,,,,Closed
PP-646,535735,FR-011 'For Potential Trial Participant' landing page,,,,,,,Closed
PP-647,535736,FR-012 ‘For Healthcare Professionals’ landing page,,,,,,,Closed
PP-1027,576681,Cr.Com - CHANGE REQUEST - References Section component ,,,,,,1,Closed
PP-645,535734,FR-010 All website pages will show a header,,,,,,,Closed
PP-639,535727,"FR-004 All popups, messages to be in the same language as the website",,,,,,,Closed
PP-637,535723,FR-002 Frontend in different languages,,,,,,,Closed
PP-638,535724,FR-003 Site to allow language to be changed,,,,,,,Closed
PP-640,535728,FR-005 Content/Page sections to be easily hidden / shown / configured from CMS,,,,,,,Closed
PP-711,541256,FR-038  All website pages to show a footer,,,,,,,Closed
PP-720,542395,Platform support for cookie policy messaging,,,,,,,Closed
PP-978,573464,Cr.Com - CHANGE REQUEST - Register For Update pages,,,,,,0,Rejected
PP-546,480190,The platform should support video content,,,,,,,Closed
PP-496,473780,Generic error page,,,,,,,Closed
PP-623,530482,Configurable meta-tags for search are supported,,,,,,,Closed
PP-495,473774,Instance CSS and images should be managed via the CMS,,,,,,,Closed
PP-610,524633,content can be exported/imported in xml format to enable population of translated content,,,,,,,Closed
PP-328,435137,Sitecore - Ability to take screenshots of Patient Portal websites,,,,,,,Closed
PP-497,473786,Site visitors can take screener questionnaire(s) to assess suitability for the study,,,,,,,Closed
PP-559,480647,Screener eligible outcome,,,,,,,Closed
PP-498,473787,Screener questionnaire - ineligible outcome,,,,,,,Closed
PP-487,473726,Portal instance creation,,,,,,,Closed
PP-488,473737,Portal instances are content populated via a CMS,,,,,,,Closed
PP-493,473772,Website encryption,,,,,,,Closed
PP-494,473773,Multi-language support,,,,,,,Closed
PP-491,473768,Portal instances device compatibility,,,,,,,Closed
PP-502,473831,PII and PHI are held distinctly,,,,,,,Closed
PP-692,536513,As a HCP I should be able to register my interest for becoming a PI,,,,,,,Rejected
PP-687,536508,CR.Com should be able to show trials from clinicaltrials.gov,,,,,,,Rejected
PP-421,454305,Add 'Select your study site' field to the Aware registration form,,,,,,,Rejected
PP-124,353446,SG to gather unlimited Responses,,,,,,,Rejected
PP-404,444226,Tecgistry canada Logo verification,,,,,,,Closed
PP-401,443362,tecgistry Canada-Email and sms Templates changes,,,,,,,Closed
PP-380,441831,TecGistry Canada: HCP Page Content Amends,,,,,,,Closed
PP-378,441829,TecGistry Canada content amends - final site changes,,,,,,,Closed
PP-376,441827,TecGistry- Canada content amends : After UAT Review,,,,,,,Closed
PP-375,441825,Tecgistry Canda Product MonoGraph Update and Removal of Report Problem Page,,,,,,,Closed
PP-326,433020,Site presentation layer,,,,,,,Closed
PP-324,433018,The site is password protected,,,,,,,Closed
PP-323,433017,Device compliance per Q requirements,,,,,,,Closed
PP-322,433016,Browser compliance per Q requirements,,,,,,,Closed
PP-403,444149,Merck iGan Development,,,,,,,Closed
PP-325,433019,Site content,,,,,,,Closed
PP-320,433013,Domain configuration for Merck IGAN custom site,,,,,,,Closed
PP-321,433015,Google tag manager code added to site,,,,,,,Rejected
PP-220,401443,Trial Reach API integration with Q patient referral service for mystrengthportal.com,,,,,,,Closed
PP-69,336458,As a Call Centre User Patient I want to select the investigator site from a drop down listing when I register an Italian Patient.,,,,,,,Closed
